client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,variation,edad_redondeada,full_bal,call_group,Outlier
9475241,18,216,55.0,F,4,992683.7,5,8,Control,55,500K-1M,5,False
5824205,18,217,55.0,M,2,348422.26,5,8,Control,55,250K-500K,5,False
4312279,13,166,48.0,M,3,798963.15,1,4,Test,48,500K-1M,1,False
697065,23,286,78.0,M,5,619166.74,4,8,Control,78,500K-1M,4,False
8568486,26,315,51.0,F,2,990989.53,1,4,Control,51,500K-1M,1,False
6677009,8,98,52.5,U,2,365943.82,6,9,Test,52,250K-500K,6,False
6501568,6,75,55.5,U,2,394857.9,5,8,Test,56,250K-500K,5,False
9999009,18,216,68.5,M,3,2055381.29,6,9,Test,68,1M-5M,6,False
1919830,16,195,74.0,M,3,293220.42,2,5,Control,74,250K-500K,2,False
1588483,24,292,59.5,F,3,1498113.25,6,9,Control,60,1M-5M,6,False
3206719,23,287,60.5,F,4,1249588.85,2,6,Control,60,1M-5M,2,False
8253426,5,71,43.5,U,3,294503.33,3,6,Test,44,250K-500K,3,False
2658770,4,56,51.0,F,2,342420.19,3,6,Test,51,250K-500K,3,False
296154,35,429,58.5,M,3,345709.45,0,3,Control,58,250K-500K,0,True
7210592,18,219,55.0,M,2,342663.26,6,9,Test,55,250K-500K,6,False
2186741,10,130,44.0,M,2,292093.46,5,8,Control,44,250K-500K,5,False
5892025,12,152,28.5,M,2,327188.43,2,5,Test,28,250K-500K,2,False
9284705,14,176,60.0,M,2,570163.15,4,7,Control,60,500K-1M,4,False
3153502,12,154,63.5,F,2,409391.58,2,5,Test,64,250K-500K,2,False
9730778,5,64,72.5,U,3,814231.13,6,9,Test,72,500K-1M,6,False
8571229,5,64,66.0,U,3,532837.8200000001,5,8,Control,66,500K-1M,5,False
3651919,6,74,51.5,U,2,486551.38,2,5,Test,52,250K-500K,2,False
6233051,7,95,54.0,F,3,1724330.5,1,4,Control,54,1M-5M,1,False
2619494,3,41,73.5,F,2,476652.85,2,5,Control,74,250K-500K,2,False
5281715,13,166,73.5,M,2,449454.78,0,3,Test,74,250K-500K,0,False
2759407,21,262,55.5,M,3,614840.8300000001,6,9,Test,56,500K-1M,6,False
1498398,16,193,51.0,M,2,1135444.13,1,4,Test,51,1M-5M,1,False
6862164,11,136,52.5,F,2,356412.17,6,9,Test,52,250K-500K,6,False
7631686,17,211,51.5,F,2,452741.94,0,3,Test,52,250K-500K,0,False
1313437,30,360,58.0,M,3,757610.9400000001,3,6,Test,58,500K-1M,3,False
5305228,15,189,62.0,F,2,997076.78,5,8,Test,62,500K-1M,5,False
2694432,21,255,72.0,M,2,468753.97,6,9,Test,72,250K-500K,6,False
8315555,21,253,37.5,M,3,1369388.09,6,9,Control,38,1M-5M,6,False
5871351,6,78,56.0,U,2,733695.11,1,4,Test,56,500K-1M,1,False
8622690,27,325,62.5,F,3,1064822.88,3,6,Control,62,1M-5M,3,False
2261960,12,153,75.0,F,2,395906.96,6,9,Test,75,250K-500K,6,False
700043,14,177,41.5,M,3,407695.58,3,6,Control,42,250K-500K,3,False
8287001,15,188,31.0,M,2,424758.48,6,9,Control,31,250K-500K,6,False
820928,11,141,40.5,F,3,388524.19,0,3,Test,40,250K-500K,0,False
694557,7,87,62.5,M,2,663823.24,4,7,Control,62,500K-1M,4,False
7567200,15,188,50.5,M,2,406184.24,2,5,Test,50,250K-500K,2,False
8808861,13,158,62.5,M,3,314171.44,6,9,Test,62,250K-500K,6,False
2946761,5,71,60.5,U,3,591830.2000000001,6,9,Control,60,500K-1M,6,False
5125145,13,167,60.0,M,2,313298.5,5,8,Test,60,250K-500K,5,False
4555481,8,105,51.0,F,2,298567.79,6,9,Test,51,250K-500K,6,False
5288278,17,214,37.0,F,3,845090.79,6,9,Control,37,500K-1M,6,False
3122747,7,87,62.0,U,2,866608.18,3,6,Test,62,500K-1M,3,False
1749073,21,255,70.0,M,3,448728.97,6,9,Test,70,250K-500K,6,False
7788941,15,188,51.5,M,2,334831.39,3,6,Test,52,250K-500K,3,False
2341335,6,73,33.0,U,3,973761.64,6,9,Test,33,500K-1M,6,False
1231545,8,103,57.5,U,2,306965.0,6,9,Control,58,250K-500K,6,False
8448994,26,316,57.5,F,4,331971.64,4,7,Control,58,250K-500K,4,False
2455230,23,285,62.0,M,3,481325.09,6,9,Test,62,250K-500K,6,False
706633,21,256,50.5,M,2,712049.28,5,8,Control,50,500K-1M,5,False
2831054,6,82,71.0,F,2,324667.97,6,9,Test,71,250K-500K,6,False
6553545,25,309,56.5,M,4,940328.17,6,9,Test,56,500K-1M,6,False
1399670,25,302,45.0,F,3,337568.83,2,5,Control,45,250K-500K,2,False
9314424,26,315,53.5,F,4,1020850.92,6,9,Control,54,1M-5M,6,False
520210,16,194,58.5,M,2,1527794.3199999998,6,9,Test,58,1M-5M,6,False
627034,16,200,35.0,M,3,496969.13,2,5,Test,35,250K-500K,2,False
8470229,25,310,63.5,M,3,690530.3200000001,6,9,Control,64,500K-1M,6,False
935970,15,184,44.0,F,2,340247.29,4,7,Test,44,250K-500K,4,False
3440881,24,292,59.5,M,3,338601.34,2,5,Test,60,250K-500K,2,False
6356540,25,300,55.5,F,2,395700.12,1,4,Test,56,250K-500K,1,False
4814310,13,158,63.0,F,2,930129.03,5,8,Control,63,500K-1M,5,False
9785209,14,172,49.5,M,2,685026.67,6,9,Test,50,500K-1M,6,False
7182636,10,131,56.5,M,2,356580.82,3,6,Test,56,250K-500K,3,False
9034983,30,361,64.0,M,3,475004.14,5,8,Control,64,250K-500K,5,False
930489,19,236,53.5,M,3,347530.31,6,9,Test,54,250K-500K,6,False
7425878,6,75,60.5,U,2,1224982.11,4,7,Test,60,1M-5M,4,False
6051453,8,107,63.5,M,2,326376.61,2,5,Control,64,250K-500K,2,False
5288701,21,253,38.5,M,2,360469.7,3,6,Test,38,250K-500K,3,False
691929,4,59,30.0,U,2,456923.86,6,9,Test,30,250K-500K,6,False
4618075,21,262,60.5,U,3,440792.64,3,6,Test,60,250K-500K,3,False
8238260,23,277,57.5,M,2,474055.98,2,5,Test,58,250K-500K,2,False
2642188,15,190,43.0,F,3,448971.27,6,9,Control,43,250K-500K,6,False
792775,10,129,64.5,M,3,490035.1,6,9,Test,64,250K-500K,6,False
5294928,21,253,62.5,M,2,959955.58,6,9,Control,62,500K-1M,6,False
8056565,23,278,63.5,M,3,532439.51,6,9,Test,64,500K-1M,6,False
9625960,16,194,68.5,F,2,377572.09,6,9,Test,68,250K-500K,6,False
3721563,13,167,64.0,M,3,1016073.47,4,7,Control,64,1M-5M,4,False
3720943,13,166,65.5,M,2,310525.47,2,5,Test,66,250K-500K,2,False
8550982,5,71,61.5,U,2,392277.45,6,9,Control,62,250K-500K,6,False
6983917,17,215,44.5,F,2,339885.64,3,6,Control,44,250K-500K,3,False
9522435,3,38,63.0,U,2,641619.68,2,5,Test,63,500K-1M,2,False
4059496,4,54,66.5,M,3,367267.35,6,9,Test,66,250K-500K,6,False
2723801,15,188,32.5,M,2,519385.56,3,6,Control,32,500K-1M,3,False
8370185,23,280,44.5,M,3,359966.24,2,5,Control,44,250K-500K,2,False
7831512,21,260,70.5,M,2,821198.67,6,9,Control,70,500K-1M,6,False
4376143,29,355,65.0,M,3,293288.19,6,9,Test,65,250K-500K,6,False
6548321,14,172,41.5,F,4,413498.51,6,9,Test,42,250K-500K,6,False
8705882,17,209,53.5,U,4,309900.86,5,8,Test,54,250K-500K,5,False
8683062,28,339,68.0,F,3,915697.4,6,9,Test,68,500K-1M,6,False
3674578,6,75,52.5,U,2,292484.18,6,9,Test,52,250K-500K,6,False
2871721,7,91,62.5,U,2,321247.34,6,9,Test,62,250K-500K,6,False
7574598,8,107,40.5,M,2,775630.0700000001,1,4,Control,40,500K-1M,1,False
290869,15,189,39.0,M,3,323615.64,6,9,Control,39,250K-500K,6,False
8496841,14,170,57.0,M,2,359201.57,1,4,Control,57,250K-500K,1,False
408685,28,337,63.5,F,2,302649.55,0,3,Test,64,250K-500K,0,False
3739117,17,214,80.5,M,3,1114472.25,6,9,Control,80,1M-5M,6,False
7496608,24,288,56.0,F,3,619273.8400000001,2,5,Test,56,500K-1M,2,False
1155317,18,227,59.5,M,4,926891.63,4,7,Control,60,500K-1M,4,False
3338122,12,150,35.0,M,3,334629.06,4,7,Control,35,250K-500K,4,False
7140342,14,168,73.0,U,2,422222.67,5,8,Test,73,250K-500K,5,False
7279483,21,252,49.5,M,3,574121.74,3,6,Control,50,500K-1M,3,False
2899242,33,406,60.0,M,4,449584.95,5,8,Test,60,250K-500K,5,True
6109169,8,106,56.5,M,2,301692.21,2,5,Test,56,250K-500K,2,False
7204933,23,287,68.5,M,2,1086701.17,5,8,Control,68,1M-5M,5,False
6364913,28,340,67.5,F,2,683012.4,3,6,Test,68,500K-1M,3,False
2536995,21,258,43.5,M,4,318604.55,2,5,Test,44,250K-500K,2,False
8034144,14,169,53.5,M,4,493342.07,5,8,Test,54,250K-500K,5,False
1311867,6,81,27.0,U,3,1258226.96,0,3,Control,27,1M-5M,0,False
342070,4,57,58.5,U,2,329936.54,6,9,Test,58,250K-500K,6,False
5709764,6,72,61.5,M,2,319185.35,6,9,Control,62,250K-500K,6,False
3034709,24,296,57.5,F,3,1690819.6,6,9,Test,58,1M-5M,6,False
5880181,14,178,58.5,F,2,371804.28,3,6,Control,58,250K-500K,3,False
3430448,12,155,72.0,F,2,301307.52,0,3,Control,72,250K-500K,0,False
7048974,18,223,78.0,M,2,395656.91,6,9,Control,78,250K-500K,6,False
4332425,15,187,64.0,F,4,332082.97,3,6,Test,64,250K-500K,3,False
712670,13,161,53.0,M,2,378591.61,6,9,Control,53,250K-500K,6,False
9603341,6,82,55.5,U,4,385707.01,4,7,Control,56,250K-500K,4,False
1595181,4,56,67.5,M,2,375314.88,4,7,Control,68,250K-500K,4,False
5629211,15,188,74.5,M,2,558229.11,0,3,Test,74,500K-1M,0,False
5011864,13,166,63.5,F,3,291093.87,1,4,Control,64,250K-500K,1,False
8336404,5,71,42.0,U,2,345907.79,2,5,Control,42,250K-500K,2,False
196675,6,72,63.5,M,2,317904.57,6,9,Control,64,250K-500K,6,False
6872293,22,264,63.0,M,2,355203.44,6,9,Control,63,250K-500K,6,False
5499919,19,238,65.0,F,2,500696.91,5,8,Control,65,500K-1M,5,False
8629780,30,361,60.0,F,2,454274.23,4,7,Test,60,250K-500K,4,False
8746563,13,159,68.0,M,2,416492.97,4,7,Test,68,250K-500K,4,False
4455114,16,203,62.0,M,2,1354678.38,4,7,Test,62,1M-5M,4,False
7339653,12,150,72.5,M,2,311897.98,1,4,Test,72,250K-500K,1,False
9202453,11,137,50.0,M,4,314681.12,1,4,Test,50,250K-500K,1,False
2101980,6,72,52.5,F,2,387571.46,5,8,Test,52,250K-500K,5,False
6133577,21,253,78.0,M,3,702008.4800000001,4,8,Control,78,500K-1M,4,False
9582515,16,193,43.5,M,2,557444.17,1,4,Test,44,500K-1M,1,False
3625526,31,383,56.0,M,7,1094855.84,6,9,Test,56,1M-5M,6,False
9534819,14,175,69.5,M,2,429281.96,2,5,Control,70,250K-500K,2,False
4942333,4,59,64.5,U,2,326403.91,2,5,Control,64,250K-500K,2,False
4500339,8,98,67.0,F,3,535413.4500000001,2,5,Control,67,500K-1M,2,False
4574151,22,271,76.0,F,2,749889.87,3,6,Test,76,500K-1M,3,False
67925,16,193,47.5,F,4,1169571.27,5,8,Test,48,1M-5M,5,False
707815,14,175,50.0,M,2,732940.28,3,6,Test,50,500K-1M,3,False
3840915,30,371,81.5,M,3,996437.25,6,9,Test,82,500K-1M,6,False
9440656,7,94,63.0,F,2,8292996.21,6,9,Control,63,5M-10M,6,False
7344407,15,186,72.0,M,2,2496732.53,6,9,Control,72,1M-5M,6,False
1043374,13,157,53.0,M,4,386231.21,1,4,Test,53,250K-500K,1,False
3454387,21,253,42.0,M,3,875373.87,4,7,Test,42,500K-1M,4,False
9739374,22,265,57.5,M,2,321839.72,5,8,Test,58,250K-500K,5,False
3803002,6,74,42.0,U,4,438002.54,6,9,Test,42,250K-500K,6,False
5158534,15,181,67.5,M,2,308775.04,6,9,Control,68,250K-500K,6,False
956673,21,260,47.0,M,3,510057.05,6,9,Control,47,500K-1M,6,False
3161851,15,189,39.5,M,2,450278.72,5,8,Control,40,250K-500K,5,False
9847682,23,278,68.5,M,3,467088.29,6,9,Control,68,250K-500K,6,False
8365656,22,274,61.0,M,4,468199.68,6,9,Control,61,250K-500K,6,False
9571993,18,217,53.5,M,3,558744.4400000001,6,9,Control,54,500K-1M,6,False
7135563,6,83,57.5,U,3,338412.02,3,6,Control,58,250K-500K,3,False
861720,13,162,49.5,M,2,335242.88,3,6,Test,50,250K-500K,3,False
2512075,23,279,52.5,M,4,480822.09,6,9,Control,52,250K-500K,6,False
6057000,15,187,42.0,M,2,533947.4400000001,6,9,Test,42,500K-1M,6,False
5454052,14,178,48.0,F,2,566874.87,6,9,Control,48,500K-1M,6,False
3257625,9,109,55.0,M,2,1279729.16,6,9,Test,55,1M-5M,6,False
1435472,20,240,73.0,M,3,634749.43,4,7,Control,73,500K-1M,4,False
3449296,13,164,42.0,F,2,611147.05,1,4,Test,42,500K-1M,1,False
7444188,16,193,73.0,M,2,1233200.2,6,9,Control,73,1M-5M,6,False
3438860,28,344,71.5,M,2,435171.67,4,7,Control,72,250K-500K,4,False
4576237,24,295,62.5,F,3,301880.59,1,5,Control,62,250K-500K,1,False
1008228,23,277,73.5,M,3,1662594.0499999998,0,3,Test,74,1M-5M,0,False
3445203,15,189,68.5,M,5,1160324.61,5,8,Control,68,1M-5M,5,False
6363669,22,271,66.5,M,2,609964.31,6,9,Control,66,500K-1M,6,False
2757359,21,253,50.0,M,3,1269721.34,6,9,Control,50,1M-5M,6,False
176808,5,61,49.5,F,2,307839.53,6,9,Control,50,250K-500K,6,False
4153931,5,71,60.5,U,3,1420512.22,6,9,Control,60,1M-5M,6,False
4828906,26,313,64.5,M,3,1600951.39,4,7,Control,64,1M-5M,4,False
77651,34,414,69.5,F,5,1666212.18,6,9,Test,70,1M-5M,6,True
8926523,6,73,64.5,U,2,446461.0,2,5,Test,64,250K-500K,2,False
5329888,12,153,32.0,F,3,310432.34,5,9,Control,32,250K-500K,5,False
5835400,11,139,68.5,F,2,1092159.7,6,9,Test,68,1M-5M,6,False
5101795,18,227,47.0,F,4,437364.29,4,7,Control,47,250K-500K,4,False
3738717,33,406,52.5,F,5,2342546.56,6,9,Control,52,1M-5M,6,True
1659172,15,189,48.5,F,2,320135.73,6,9,Test,48,250K-500K,6,False
1303664,25,307,61.5,M,2,496235.53,6,9,Test,62,250K-500K,6,False
560955,7,85,56.5,U,5,299111.66,4,7,Control,56,250K-500K,4,False
1461998,8,107,44.5,U,2,541625.06,3,6,Control,44,500K-1M,3,False
7183392,11,141,49.5,M,3,334490.63,4,7,Test,50,250K-500K,4,False
7728720,10,122,57.5,F,2,314427.87,4,8,Control,58,250K-500K,4,False
175752,33,396,69.5,F,4,356141.94,2,5,Test,70,250K-500K,2,True
2385412,24,296,50.0,F,2,348445.59,5,8,Control,50,250K-500K,5,False
1201290,21,261,59.5,M,3,521178.71,6,9,Test,60,500K-1M,6,False
5097276,8,102,63.0,U,2,373280.03,6,9,Control,63,250K-500K,6,False
3862559,25,304,73.5,M,4,3394204.29,6,9,Test,74,1M-5M,6,False
5382317,35,427,57.0,F,3,450833.58,6,9,Control,57,250K-500K,6,True
9507924,8,97,42.5,U,3,297991.85,6,9,Test,42,250K-500K,6,False
702007,8,98,63.0,M,2,1348416.4,6,9,Test,63,1M-5M,6,False
9200596,4,49,66.0,F,4,298856.32,1,4,Control,66,250K-500K,1,False
2285566,42,504,63.0,U,3,380697.56,6,9,Control,63,250K-500K,6,True
7440442,26,322,51.5,M,3,912919.95,6,9,Control,52,500K-1M,6,False
2343101,23,277,55.0,F,2,458565.68,3,6,Control,55,250K-500K,3,False
1259453,32,394,58.0,M,3,614750.9800000001,0,5,Control,58,500K-1M,0,True
6326668,27,326,62.0,M,4,1330211.0,1,4,Test,62,1M-5M,1,False
4598246,8,107,47.0,M,2,370771.19,4,7,Control,47,250K-500K,4,False
2322197,26,314,74.0,F,2,446894.34,4,8,Test,74,250K-500K,4,False
5920002,24,292,54.0,M,3,2013366.71,6,9,Control,54,1M-5M,6,False
3223251,5,70,61.0,M,2,1544384.34,6,9,Control,61,1M-5M,6,False
1758410,4,56,47.0,U,2,629620.68,6,9,Control,47,500K-1M,6,False
6232040,25,300,65.0,F,2,739090.52,5,8,Control,65,500K-1M,5,False
1932898,22,264,51.5,M,5,2031391.94,6,9,Control,52,1M-5M,6,False
4137841,18,217,73.0,M,2,368899.9,6,9,Test,73,250K-500K,6,False
7765885,14,170,65.5,M,2,629312.29,4,7,Control,66,500K-1M,4,False
7605083,4,58,59.0,M,2,606690.76,6,9,Test,59,500K-1M,6,False
492736,5,70,80.0,U,2,393147.39,6,9,Test,80,250K-500K,6,False
3510917,6,72,42.5,U,3,335165.71,3,6,Control,42,250K-500K,3,False
1789332,7,84,50.5,U,3,601286.0700000001,1,4,Test,50,500K-1M,1,False
4083477,24,295,27.0,F,2,1764034.7,1,4,Control,27,1M-5M,1,False
1406613,5,64,54.5,F,3,1140962.09,5,8,Test,54,1M-5M,5,False
3833308,5,71,72.0,M,2,745984.5800000001,6,9,Test,72,500K-1M,6,False
73648,14,169,53.5,M,4,990626.8,3,6,Test,54,500K-1M,3,False
5424600,10,125,47.5,M,2,292606.23,1,4,Control,48,250K-500K,1,False
4353065,8,98,64.5,M,2,1219034.0,6,9,Test,64,1M-5M,6,False
1446369,14,179,56.5,F,2,294590.88,3,6,Test,56,250K-500K,3,False
3928076,12,144,56.0,F,3,1269450.92,5,9,Control,56,1M-5M,5,False
874769,8,103,33.0,U,2,567606.5800000001,0,3,Test,33,500K-1M,0,False
1353605,11,137,39.0,M,2,322393.64,2,5,Test,39,250K-500K,2,False
217308,12,155,34.0,M,3,335423.17,5,8,Test,34,250K-500K,5,False
8986163,6,79,65.5,U,2,970817.05,5,8,Test,66,500K-1M,5,False
9566165,13,156,58.5,F,3,487560.28,6,9,Control,58,250K-500K,6,False
5964152,15,189,52.0,M,2,303418.13,2,5,Test,52,250K-500K,2,False
7800681,24,290,58.5,F,2,375510.12,4,7,Test,58,250K-500K,4,False
3215049,35,420,71.5,F,3,487752.67,3,6,Control,72,250K-500K,3,True
1232485,6,79,52.5,M,4,684411.14,6,9,Test,52,500K-1M,6,False
1232535,14,171,53.5,F,2,1076450.93,3,6,Test,54,1M-5M,3,False
7216100,9,115,52.0,F,2,367985.25,6,9,Test,52,250K-500K,6,False
2495018,6,75,40.5,U,4,314782.16,6,9,Control,40,250K-500K,6,False
8139916,17,207,66.0,M,2,1108718.13,5,8,Control,66,1M-5M,5,False
6833897,23,276,67.5,F,3,2463121.27,3,7,Test,68,1M-5M,3,False
8787649,22,269,67.5,M,3,548029.04,6,9,Control,68,500K-1M,6,False
3519657,18,218,66.5,M,6,7741994.01,6,9,Control,66,5M-10M,6,False
7243800,6,76,33.5,U,3,298161.15,5,8,Test,34,250K-500K,5,False
6967112,7,86,66.5,U,2,315384.48,6,9,Test,66,250K-500K,6,False
1967589,8,107,63.0,F,2,495074.98,5,8,Test,63,250K-500K,5,False
5796110,6,72,27.5,M,4,444697.2,6,9,Control,28,250K-500K,6,False
5508187,17,204,47.0,F,3,673996.54,2,5,Control,47,500K-1M,2,False
5221284,15,185,38.5,M,3,438455.18,6,9,Test,38,250K-500K,6,False
9106314,4,48,46.5,U,5,621886.17,6,9,Test,46,500K-1M,6,False
9087609,8,97,58.5,U,2,303047.95,5,8,Test,58,250K-500K,5,False
8687599,14,176,63.5,F,3,581725.5900000001,6,9,Test,64,500K-1M,6,False
1147840,17,207,60.0,M,2,303276.4,2,6,Control,60,250K-500K,2,False
8873193,7,89,58.0,U,2,452726.0,6,9,Test,58,250K-500K,6,False
5328996,11,140,64.5,M,2,423213.55,6,9,Control,64,250K-500K,6,False
7399041,28,341,79.0,F,2,557921.68,6,9,Control,79,500K-1M,6,False
6631740,16,192,50.5,F,4,558991.78,6,9,Control,50,500K-1M,6,False
5828623,22,274,61.0,F,4,341442.02,0,3,Test,61,250K-500K,0,False
6261966,16,193,52.5,M,4,660670.63,5,9,Control,52,500K-1M,5,False
1041930,15,186,35.0,F,4,1437400.95,2,6,Test,35,1M-5M,2,False
1975444,6,79,54.0,U,2,291129.71,1,4,Control,54,250K-500K,1,False
4001267,16,197,67.5,M,2,987753.93,5,8,Test,68,500K-1M,5,False
8231354,15,181,74.0,M,2,624058.37,2,5,Control,74,500K-1M,2,False
8524358,19,238,65.5,F,2,599409.41,2,5,Control,66,500K-1M,2,False
3043508,6,77,77.0,U,3,435193.13,6,9,Control,77,250K-500K,6,False
370053,9,109,55.5,M,2,292696.24,5,8,Test,56,250K-500K,5,False
1095148,13,160,60.5,F,2,326497.3,5,8,Test,60,250K-500K,5,False
8859794,13,157,47.0,F,2,910241.07,3,6,Test,47,500K-1M,3,False
6620247,5,64,62.5,U,3,1075854.01,6,9,Test,62,1M-5M,6,False
7210502,4,56,59.0,U,2,558613.03,5,8,Control,59,500K-1M,5,False
513599,12,152,59.5,F,2,372718.49,6,9,Test,60,250K-500K,6,False
9843998,34,419,66.0,F,3,1058344.72,6,9,Test,66,1M-5M,6,True
4488610,3,37,62.5,U,2,2542218.47,3,6,Test,62,1M-5M,3,False
8316572,25,309,44.0,M,3,319437.62,4,7,Test,44,250K-500K,4,False
9194784,24,288,65.0,M,3,733447.89,2,5,Test,65,500K-1M,2,False
7356919,23,287,70.0,M,2,540698.2000000001,3,6,Test,70,500K-1M,3,False
5668076,28,336,54.0,M,2,377054.89,3,6,Control,54,250K-500K,3,False
9712021,9,112,58.5,F,2,644549.77,6,9,Test,58,500K-1M,6,False
4638153,9,108,52.0,M,2,465078.96,5,8,Control,52,250K-500K,5,False
3632590,8,99,27.5,U,2,317469.54,1,4,Test,28,250K-500K,1,False
2331608,13,162,69.5,M,2,1009576.12,5,8,Control,70,1M-5M,5,False
8647361,25,306,54.5,M,3,2655180.09,6,9,Test,54,1M-5M,6,False
6068316,24,290,51.0,F,3,428099.45,6,9,Test,51,250K-500K,6,False
9370325,22,267,79.5,M,5,708964.56,6,9,Control,80,500K-1M,6,False
8033535,20,251,43.5,F,4,549277.2000000001,5,8,Control,44,500K-1M,5,False
4997941,12,152,48.0,M,3,1169368.7,5,8,Control,48,1M-5M,5,False
7209658,28,342,56.5,U,4,603871.8,5,8,Test,56,500K-1M,5,False
8700059,11,132,65.0,M,2,5439354.9,3,6,Test,65,5M-10M,3,False
373454,17,205,61.5,F,2,533017.3,0,3,Control,62,500K-1M,0,False
1985549,21,253,49.0,M,3,728161.7100000001,6,9,Test,49,500K-1M,6,False
8580049,26,317,75.5,M,2,683042.81,3,6,Test,76,500K-1M,3,False
3796973,21,256,31.5,M,2,728772.92,1,4,Control,32,500K-1M,1,False
7479054,4,58,64.5,F,3,534647.16,5,8,Control,64,500K-1M,5,False
8540292,14,170,60.5,M,2,507257.91,3,6,Test,60,500K-1M,3,False
6801024,4,57,47.5,U,3,704894.37,6,9,Test,48,500K-1M,6,False
4877080,22,275,69.0,F,4,1886284.89,6,9,Test,69,1M-5M,6,False
8733111,21,257,32.0,M,3,356290.69,3,6,Control,32,250K-500K,3,False
242262,8,102,62.5,U,3,538779.27,6,9,Control,62,500K-1M,6,False
3974948,12,148,65.0,F,2,335886.54,6,9,Test,65,250K-500K,6,False
6673027,26,318,37.5,M,4,601196.03,6,9,Control,38,500K-1M,6,False
4061908,26,323,66.5,M,3,887308.15,5,8,Test,66,500K-1M,5,False
3948954,25,301,62.5,F,3,366400.07,6,9,Test,62,250K-500K,6,False
6890056,7,89,55.0,U,3,407523.61,6,9,Test,55,250K-500K,6,False
265126,14,168,51.0,F,2,312842.76,3,6,Test,51,250K-500K,3,False
4048382,11,133,62.5,M,2,390937.44,5,8,Test,62,250K-500K,5,False
2436105,10,123,75.5,M,2,425981.26,6,9,Test,76,250K-500K,6,False
1864196,11,132,50.0,M,2,588843.13,1,4,Test,50,500K-1M,1,False
3854972,8,99,46.5,U,4,345357.06,1,4,Test,46,250K-500K,1,False
6413068,22,270,59.5,U,3,735742.68,4,7,Test,60,500K-1M,4,False
9764177,5,60,60.5,M,2,1346263.7999999998,2,5,Control,60,1M-5M,2,False
3631920,5,62,45.0,M,2,378006.38,0,3,Control,45,250K-500K,0,False
2320677,13,161,77.5,M,2,528303.34,6,9,Test,78,500K-1M,6,False
3740584,24,293,74.0,M,2,1194074.94,6,9,Test,74,1M-5M,6,False
3460509,9,109,68.0,M,3,925366.63,5,8,Test,68,500K-1M,5,False
9153200,5,66,59.0,F,2,369370.24,4,7,Control,59,250K-500K,4,False
3399048,19,238,65.0,M,2,582323.54,5,8,Control,65,500K-1M,5,False
9293672,8,106,49.5,F,3,1507656.7999999998,5,8,Test,50,1M-5M,5,False
6883463,5,71,58.5,U,2,408040.22,1,4,Control,58,250K-500K,1,False
6513834,20,250,51.5,M,3,799823.42,3,7,Control,52,500K-1M,3,False
5798723,22,268,44.5,U,3,935337.25,1,6,Test,44,500K-1M,1,False
8626837,4,59,44.5,M,2,619815.4500000001,3,6,Control,44,500K-1M,3,False
983088,10,125,54.5,F,3,628208.2100000001,6,9,Test,54,500K-1M,6,False
9887451,23,284,53.0,M,3,354385.66,1,4,Test,53,250K-500K,1,False
8055,22,269,55.5,M,2,710672.04,5,8,Test,56,500K-1M,5,False
7428411,5,69,38.5,U,2,1412147.44,5,8,Test,38,1M-5M,5,False
5861436,26,319,56.0,F,4,371026.56,2,5,Control,56,250K-500K,2,False
9678419,11,139,31.5,M,3,493046.37,6,9,Test,32,250K-500K,6,False
5770458,16,198,54.5,M,3,645788.4600000001,3,6,Control,54,500K-1M,3,False
558109,7,87,57.5,M,2,1633172.97,3,6,Test,58,1M-5M,3,False
8084373,30,368,57.5,M,2,656053.27,5,8,Control,58,500K-1M,5,False
8441692,6,82,60.5,M,3,541484.75,4,8,Control,60,500K-1M,4,False
6740237,23,280,68.0,U,2,311145.4,5,8,Control,68,250K-500K,5,False
5331298,7,90,32.0,U,3,341151.8,2,5,Test,32,250K-500K,2,False
5862675,8,106,62.5,F,2,514028.83,6,9,Test,62,500K-1M,6,False
7616453,14,177,64.5,M,2,356916.76,6,9,Test,64,250K-500K,6,False
4506207,10,126,40.5,M,3,473944.59,5,8,Control,40,250K-500K,5,False
7843221,29,359,58.5,M,6,612585.36,6,9,Test,58,500K-1M,6,False
8882285,22,264,52.0,M,3,662557.3400000001,6,9,Control,52,500K-1M,6,False
75642,18,225,77.5,M,3,478108.05,6,9,Control,78,250K-500K,6,False
2788033,30,365,78.0,M,3,306469.85,6,9,Control,78,250K-500K,6,False
4666945,4,58,65.5,M,2,316423.26,4,7,Control,66,250K-500K,4,False
4313319,17,215,73.5,F,2,764898.4500000001,3,6,Control,74,500K-1M,3,False
2989904,31,373,69.0,M,2,838286.04,6,9,Control,69,500K-1M,6,False
7687196,4,48,74.5,U,2,2205468.8,6,9,Control,74,1M-5M,6,False
7175253,17,210,52.5,M,3,714985.68,6,9,Test,52,500K-1M,6,False
5403582,25,303,56.5,M,2,1568655.7,0,3,Control,56,1M-5M,0,False
8337819,21,254,67.5,U,4,844281.25,6,9,Test,68,500K-1M,6,False
5894811,13,160,50.5,F,3,685130.78,6,9,Control,50,500K-1M,6,False
1505142,12,153,66.5,M,3,307521.93,3,6,Test,66,250K-500K,3,False
4843060,15,189,48.0,F,2,405798.87,4,7,Control,48,250K-500K,4,False
2138383,3,37,30.5,M,3,348676.27,5,8,Test,30,250K-500K,5,False
