,client_id,confirm,start,step_1,step_2,step_3,conversion,completed_&_confused,completed_linear,variation
4367,866794,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
4368,867018,,1.0,1.0,,,0,0,0,Test
4369,867202,,1.0,1.0,1.0,,0,0,0,Test
4370,867433,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4371,867469,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
4372,867700,,2.0,,,,0,0,0,Control
4373,868124,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4374,868443,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4375,869520,1.0,2.0,1.0,2.0,2.0,1,1,0,Control
4376,869577,,2.0,1.0,1.0,1.0,0,0,0,Control
4377,869773,,2.0,1.0,,,0,0,0,Test
4378,869786,,4.0,,,,0,0,0,Control
4379,869837,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
4380,869883,,3.0,1.0,1.0,,0,0,0,Test
4381,870195,,3.0,,,,0,0,0,Test
4382,870600,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4383,870732,,6.0,,,,0,0,0,Control
4384,870999,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4385,871185,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4386,871246,1.0,3.0,3.0,1.0,1.0,1,1,0,Control
4387,871456,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
4388,871652,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4389,871796,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4390,872056,1.0,3.0,2.0,2.0,2.0,1,1,0,Control
4391,872083,,1.0,1.0,1.0,1.0,0,0,0,Test
4392,872142,,1.0,,,,0,0,0,Control
4393,872464,2.0,2.0,2.0,1.0,1.0,1,1,0,Control
4394,872784,2.0,1.0,4.0,3.0,1.0,1,1,0,Control
4395,872869,,1.0,1.0,1.0,2.0,0,0,0,Control
4396,872979,2.0,1.0,1.0,1.0,1.0,1,0,0,Control
4397,873040,2.0,4.0,2.0,2.0,1.0,1,1,0,Test
4398,873471,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4399,873622,,2.0,1.0,1.0,,0,0,0,Test
4400,873650,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4401,873869,,1.0,,,,0,0,0,Control
4402,873963,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4403,874566,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4404,874759,1.0,3.0,3.0,1.0,1.0,1,1,0,Test
4405,874769,,5.0,4.0,1.0,,0,0,0,Test
4406,874861,,2.0,2.0,1.0,,0,0,0,Control
4407,875055,1.0,,,,,0,0,0,Test
4408,875221,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
4409,875259,1.0,2.0,2.0,3.0,2.0,1,1,0,Test
4410,875534,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4411,875915,1.0,5.0,3.0,4.0,3.0,1,1,0,Control
4412,875920,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4413,875936,,1.0,2.0,,,0,0,0,Control
4414,876173,,4.0,2.0,2.0,1.0,0,0,0,Test
4415,876235,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4416,876316,1.0,2.0,1.0,2.0,2.0,1,1,0,Control
4417,876785,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4418,877351,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4419,878114,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
4420,878301,,1.0,,,,0,0,0,Test
4421,878355,,1.0,,,,0,0,0,Control
4422,878432,,2.0,2.0,1.0,1.0,0,0,0,Control
4423,878571,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
4424,878675,5.0,1.0,1.0,1.0,1.0,1,0,0,Control
4425,879034,1.0,1.0,2.0,2.0,1.0,1,1,0,Test
4426,879087,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4427,879099,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4428,879641,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4429,879664,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4430,879684,1.0,16.0,1.0,1.0,2.0,1,1,0,Control
4431,880523,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4432,880535,,2.0,2.0,,,0,0,0,Test
4433,880925,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4434,881057,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
4435,881186,,2.0,2.0,1.0,,0,0,0,Control
4436,881563,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4437,882025,,1.0,1.0,,,0,0,0,Test
4438,882082,,1.0,3.0,2.0,,0,0,0,Test
4439,882086,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4440,882183,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4441,882187,,5.0,2.0,1.0,1.0,0,0,0,Control
4442,882200,,2.0,3.0,2.0,,0,0,0,Test
4443,882354,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4444,882506,,1.0,1.0,1.0,1.0,0,0,0,Control
4445,882612,1.0,4.0,3.0,3.0,2.0,1,1,0,Test
4446,882767,,3.0,1.0,,,0,0,0,Test
4447,882939,,2.0,2.0,2.0,,0,0,0,Test
4448,882985,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4449,883011,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4450,883189,1.0,1.0,1.0,1.0,2.0,1,1,0,Test
4451,883254,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4452,883350,,7.0,1.0,1.0,,0,0,0,Control
4453,883426,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4454,883500,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4455,883739,,1.0,,,,0,0,0,Test
4456,883773,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4457,883820,,1.0,1.0,1.0,,0,0,0,Control
4458,884196,,1.0,1.0,,,0,0,0,Control
4459,884588,1.0,2.0,3.0,2.0,2.0,1,1,0,Control
4460,884881,1.0,2.0,2.0,2.0,2.0,1,1,0,Test
4461,885564,2.0,2.0,2.0,2.0,2.0,1,1,0,Test
4462,885575,,1.0,1.0,1.0,1.0,0,0,0,Test
4463,885589,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4464,886138,,1.0,,,,0,0,0,Test
4465,886185,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
4466,886333,1.0,1.0,1.0,2.0,1.0,1,1,0,Control
4467,886616,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
4468,886924,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4469,887021,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4470,887319,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
4471,887550,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
4472,887605,2.0,5.0,2.0,2.0,2.0,1,1,0,Test
4473,887670,,2.0,1.0,,,0,0,0,Test
4474,887671,1.0,2.0,2.0,2.0,1.0,1,1,0,Test
4475,888119,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4476,888133,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
4477,888529,1.0,2.0,2.0,2.0,1.0,1,1,0,Control
4478,888682,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4479,888738,1.0,5.0,5.0,1.0,1.0,1,1,0,Test
4480,888744,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4481,888809,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4482,888904,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4483,889211,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4484,889260,1.0,3.0,2.0,2.0,2.0,1,1,0,Control
4485,889271,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4486,889478,,3.0,2.0,1.0,1.0,0,0,0,Test
4487,889630,1.0,3.0,,,,0,0,0,Control
4488,889773,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4489,890263,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4490,890755,2.0,2.0,1.0,1.0,1.0,1,0,0,Control
4491,891230,5.0,,,,,0,0,0,Test
4492,891781,,3.0,1.0,2.0,,0,0,0,Test
4493,892186,,2.0,1.0,1.0,1.0,0,0,0,Test
4494,892234,,1.0,,,,0,0,0,Control
4495,892783,,3.0,1.0,1.0,,0,0,0,Control
4496,892794,,1.0,,,,0,0,0,Control
4497,893202,1.0,,1.0,4.0,3.0,0,0,0,Test
4498,893278,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4499,893384,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4500,893426,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4501,893635,,1.0,,,,0,0,0,Test
4502,893686,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4503,893856,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4504,893870,,4.0,2.0,2.0,1.0,0,0,0,Test
4505,893876,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4506,893935,,3.0,,,,0,0,0,Control
4507,894813,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
4508,895221,1.0,4.0,3.0,2.0,1.0,1,1,0,Control
4509,896369,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4510,896486,,2.0,1.0,,,0,0,0,Control
4511,897243,1.0,5.0,4.0,5.0,3.0,1,1,0,Test
4512,897407,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4513,897477,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
4514,897558,,3.0,2.0,3.0,1.0,0,0,0,Control
4515,897598,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4516,897630,,4.0,2.0,2.0,,0,0,0,Control
4517,897752,,1.0,1.0,1.0,,0,0,0,Control
4518,898036,,1.0,1.0,,,0,0,0,Test
4519,898290,,2.0,1.0,,,0,0,0,Test
4520,898300,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
4521,898595,4.0,4.0,4.0,5.0,3.0,1,1,0,Test
4522,898644,,1.0,,,,0,0,0,Control
4523,898792,,1.0,,,,0,0,0,Control
4524,898960,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4525,899327,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4526,899884,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4527,899958,1.0,1.0,2.0,1.0,1.0,1,1,0,Test
4528,900576,1.0,1.0,2.0,3.0,2.0,1,1,0,Control
4529,900681,1.0,5.0,3.0,1.0,1.0,1,1,0,Test
4530,902056,1.0,3.0,2.0,1.0,1.0,1,1,0,Control
4531,902073,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4532,902081,,1.0,1.0,1.0,1.0,0,0,0,Control
4533,902294,1.0,2.0,3.0,3.0,3.0,1,1,0,Control
4534,902499,,1.0,,,,0,0,0,Control
4535,902895,,2.0,1.0,1.0,1.0,0,0,0,Test
4536,903191,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4537,903339,2.0,,,,,0,0,0,Test
4538,903350,2.0,3.0,4.0,3.0,1.0,1,1,0,Test
4539,903457,1.0,,1.0,3.0,2.0,0,0,0,Control
4540,903989,,4.0,10.0,6.0,,0,0,0,Test
4541,904007,1.0,3.0,2.0,2.0,2.0,1,1,0,Test
4542,904374,1.0,3.0,6.0,3.0,2.0,1,1,0,Test
4543,904409,,1.0,1.0,,,0,0,0,Test
4544,904664,,1.0,,,,0,0,0,Test
4545,904711,1.0,2.0,3.0,2.0,1.0,1,1,0,Control
4546,904844,,1.0,1.0,,,0,0,0,Control
4547,905077,,1.0,1.0,,,0,0,0,Control
4548,905413,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4549,905532,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4550,905694,1.0,4.0,4.0,2.0,1.0,1,1,0,Control
4551,905755,1.0,1.0,1.0,2.0,1.0,1,1,0,Control
4552,906029,,1.0,,,,0,0,0,Control
4553,906255,,5.0,,,,0,0,0,Control
4554,906669,1.0,1.0,2.0,2.0,4.0,1,1,0,Control
4555,907457,,1.0,1.0,,,0,0,0,Control
4556,907562,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4557,907878,,3.0,,,,0,0,0,Control
4558,907968,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4559,908061,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
4560,908415,1.0,3.0,4.0,3.0,2.0,1,1,0,Test
4561,908517,1.0,2.0,2.0,2.0,1.0,1,1,0,Control
4562,908608,,4.0,1.0,,,0,0,0,Test
4563,908643,,2.0,1.0,1.0,,0,0,0,Control
4564,908660,1.0,3.0,2.0,1.0,1.0,1,1,0,Test
4565,908709,1.0,4.0,1.0,1.0,1.0,1,0,0,Test
4566,908770,,3.0,2.0,2.0,,0,0,0,Test
4567,908772,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4568,908893,,3.0,1.0,1.0,1.0,0,0,0,Test
4569,909050,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
4570,909969,1.0,4.0,1.0,1.0,1.0,1,0,0,Control
4571,910263,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4572,910275,2.0,1.0,1.0,1.0,1.0,1,0,0,Control
4573,910415,,5.0,2.0,2.0,,0,0,0,Control
4574,910550,,1.0,1.0,,,0,0,0,Test
4575,910872,,2.0,1.0,,,0,0,0,Test
4576,910877,1.0,2.0,1.0,2.0,2.0,1,1,0,Test
4577,911208,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4578,911666,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4579,911823,,1.0,1.0,1.0,1.0,0,0,0,Control
4580,911891,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4581,912455,,3.0,2.0,2.0,2.0,0,0,0,Control
4582,912638,1.0,1.0,2.0,2.0,1.0,1,1,0,Control
4583,912673,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
4584,912772,,2.0,,,,0,0,0,Control
4585,913109,,3.0,2.0,1.0,,0,0,0,Test
4586,913238,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4587,913446,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4588,913704,,1.0,1.0,2.0,1.0,0,0,0,Test
4589,914160,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4590,914309,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4591,914638,,5.0,3.0,3.0,1.0,0,0,0,Test
4592,914747,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4593,914926,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4594,915256,,1.0,1.0,,,0,0,0,Test
4595,915274,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4596,915300,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
4597,915511,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
4598,915584,6.0,1.0,1.0,1.0,1.0,1,0,0,Test
4599,915892,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4600,916018,,3.0,,,,0,0,0,Test
4601,916366,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4602,916483,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4603,917202,1.0,2.0,3.0,3.0,1.0,1,1,0,Test
4604,917269,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4605,917338,,5.0,,,,0,0,0,Control
4606,917800,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4607,918053,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4608,918073,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
4609,918104,,1.0,1.0,1.0,1.0,0,0,0,Test
4610,918418,,2.0,1.0,1.0,,0,0,0,Test
4611,918457,,2.0,2.0,,,0,0,0,Control
4612,918500,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
4613,918538,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4614,918615,2.0,1.0,1.0,1.0,3.0,1,1,0,Control
4615,918996,1.0,3.0,2.0,2.0,1.0,1,1,0,Test
4616,919048,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4617,919081,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4618,920103,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
4619,920466,,1.0,1.0,1.0,1.0,0,0,0,Test
4620,921574,,4.0,1.0,1.0,,0,0,0,Test
4621,921907,1.0,2.0,3.0,1.0,1.0,1,1,0,Control
4622,922098,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4623,922639,,1.0,,,,0,0,0,Test
4624,922832,,4.0,2.0,2.0,1.0,0,0,0,Test
4625,923066,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4626,923946,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4627,924425,,1.0,1.0,,,0,0,0,Control
4628,924580,,1.0,,,,0,0,0,Test
4629,924852,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4630,924916,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
4631,924947,,1.0,2.0,3.0,2.0,0,0,0,Test
4632,925081,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4633,925305,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4634,925323,2.0,5.0,4.0,3.0,4.0,1,1,0,Test
4635,925413,,2.0,,,,0,0,0,Control
4636,925707,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
4637,925783,,9.0,1.0,3.0,,0,0,0,Control
4638,926432,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4639,926522,,1.0,,,,0,0,0,Test
4640,926593,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4641,926697,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4642,926737,1.0,1.0,1.0,5.0,4.0,1,1,0,Control
4643,927353,,1.0,,,,0,0,0,Control
4644,927407,,1.0,,,,0,0,0,Test
4645,927516,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4646,927541,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
4647,927661,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4648,927703,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4649,927899,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
4650,928070,,3.0,1.0,,,0,0,0,Test
4651,928125,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4652,928205,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4653,928670,1.0,3.0,3.0,4.0,3.0,1,1,0,Test
4654,928927,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4655,929038,1.0,4.0,3.0,3.0,2.0,1,1,0,Test
4656,929152,,2.0,1.0,1.0,1.0,0,0,0,Test
4657,929347,1.0,4.0,5.0,1.0,1.0,1,1,0,Control
4658,929350,1.0,2.0,3.0,1.0,1.0,1,1,0,Control
4659,929509,,2.0,2.0,,,0,0,0,Control
4660,929741,1.0,4.0,1.0,1.0,1.0,1,0,0,Test
4661,930021,1.0,5.0,2.0,1.0,1.0,1,1,0,Test
4662,930347,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4663,930489,2.0,5.0,3.0,3.0,1.0,1,1,0,Test
4664,930596,3.0,2.0,2.0,1.0,1.0,1,1,0,Test
4665,931254,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4666,931561,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4667,931636,,3.0,1.0,1.0,,0,0,0,Control
4668,931686,,4.0,2.0,1.0,1.0,0,0,0,Test
4669,931714,,1.0,,,,0,0,0,Control
4670,932193,,1.0,,,,0,0,0,Control
4671,932489,,1.0,1.0,,,0,0,0,Test
4672,933031,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4673,933462,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4674,933538,1.0,1.0,2.0,2.0,2.0,1,1,0,Control
4675,933636,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
4676,933717,,1.0,1.0,1.0,,0,0,0,Control
4677,934229,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4678,934442,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4679,934487,1.0,1.0,1.0,2.0,1.0,1,1,0,Control
4680,934584,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4681,934609,,5.0,2.0,,,0,0,0,Test
4682,934840,1.0,3.0,3.0,1.0,1.0,1,1,0,Test
4683,934958,,2.0,,,,0,0,0,Test
4684,935909,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4685,935940,1.0,6.0,4.0,3.0,3.0,1,1,0,Control
4686,935970,2.0,2.0,2.0,1.0,1.0,1,1,0,Test
4687,936490,,2.0,,,,0,0,0,Test
4688,936505,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4689,936595,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4690,936963,1.0,1.0,2.0,1.0,1.0,1,1,0,Test
4691,937647,1.0,1.0,1.0,2.0,1.0,1,1,0,Control
4692,937877,3.0,2.0,2.0,1.0,1.0,1,1,0,Test
4693,937927,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4694,937991,,2.0,2.0,1.0,,0,0,0,Control
4695,938088,2.0,,,,,0,0,0,Test
4696,938227,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4697,938268,3.0,2.0,2.0,2.0,2.0,1,1,0,Test
4698,938393,,2.0,,,,0,0,0,Test
4699,938655,,2.0,2.0,1.0,1.0,0,0,0,Test
4700,938741,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4701,938858,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4702,938970,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4703,939103,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
4704,939298,1.0,1.0,1.0,2.0,1.0,1,1,0,Test
4705,939325,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4706,939540,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4707,940063,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
4708,940064,1.0,3.0,2.0,2.0,1.0,1,1,0,Test
4709,940098,2.0,2.0,2.0,,,0,1,0,Test
4710,940136,1.0,5.0,3.0,3.0,2.0,1,1,0,Test
4711,940157,,1.0,1.0,,,0,0,0,Control
4712,940211,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4713,940664,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
4714,940850,2.0,5.0,4.0,3.0,2.0,1,1,0,Test
4715,941279,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4716,941284,1.0,5.0,3.0,2.0,2.0,1,1,0,Test
4717,941913,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
4718,941935,1.0,2.0,3.0,4.0,2.0,1,1,0,Control
4719,942272,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4720,942896,2.0,2.0,3.0,2.0,1.0,1,1,0,Test
4721,943003,,1.0,,,,0,0,0,Test
4722,943015,,1.0,,,,0,0,0,Control
4723,943088,,2.0,,,,0,0,0,Control
4724,943335,,3.0,1.0,3.0,1.0,0,0,0,Control
4725,943655,,2.0,1.0,,,0,0,0,Test
4726,943763,,1.0,,,,0,0,0,Control
4727,943794,,1.0,,,,0,0,0,Test
4728,943955,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4729,944052,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4730,944089,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4731,944222,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
4732,944227,,1.0,1.0,1.0,,0,0,0,Test
4733,945109,,1.0,1.0,1.0,1.0,0,0,0,Test
4734,945176,,1.0,,,,0,0,0,Control
4735,945249,,1.0,,,,0,0,0,Control
4736,945455,,3.0,,,,0,0,0,Test
4737,945979,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4738,946169,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4739,946577,1.0,7.0,4.0,2.0,1.0,1,1,0,Control
4740,946828,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4741,947050,,1.0,1.0,,,0,0,0,Test
4742,947167,,4.0,2.0,1.0,1.0,0,0,0,Control
4743,947221,3.0,1.0,1.0,1.0,1.0,1,0,0,Control
4744,947529,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4745,947738,,2.0,1.0,1.0,1.0,0,0,0,Test
4746,947825,,3.0,,,,0,0,0,Control
4747,948823,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4748,948941,1.0,3.0,3.0,1.0,1.0,1,1,0,Control
4749,948952,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4750,949210,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4751,949250,,1.0,1.0,,,0,0,0,Test
4752,949577,,3.0,1.0,1.0,,0,0,0,Test
4753,949880,,1.0,,,,0,0,0,Control
4754,950138,1.0,3.0,2.0,1.0,1.0,1,1,0,Test
4755,950296,,1.0,1.0,3.0,3.0,0,0,0,Control
4756,951158,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4757,951327,2.0,3.0,1.0,1.0,1.0,1,0,0,Test
4758,951910,1.0,2.0,2.0,2.0,2.0,1,1,0,Control
4759,952223,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4760,952435,1.0,1.0,1.0,3.0,3.0,1,1,0,Control
4761,952439,,2.0,1.0,,,0,0,0,Test
4762,952673,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
4763,952747,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4764,953023,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
4765,953053,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4766,953368,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
4767,953375,1.0,1.0,2.0,2.0,1.0,1,1,0,Test
4768,953654,,1.0,3.0,2.0,1.0,0,0,0,Control
4769,953658,3.0,2.0,2.0,1.0,1.0,1,1,0,Test
4770,953722,2.0,1.0,1.0,1.0,1.0,1,0,0,Control
4771,953744,,1.0,1.0,1.0,,0,0,0,Control
4772,954023,1.0,4.0,3.0,1.0,1.0,1,1,0,Control
4773,954858,2.0,2.0,2.0,2.0,1.0,1,1,0,Test
4774,955190,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
4775,955207,,2.0,6.0,4.0,3.0,0,0,0,Control
4776,955346,,4.0,,,,0,0,0,Control
4777,955510,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4778,955795,,1.0,1.0,,,0,0,0,Test
4779,955836,,1.0,,,,0,0,0,Test
4780,955922,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4781,956129,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4782,956435,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
4783,956460,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
4784,956630,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4785,956673,,5.0,2.0,,,0,0,0,Control
4786,957006,,1.0,1.0,,,0,0,0,Test
4787,957204,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4788,957273,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4789,957328,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4790,957488,,3.0,1.0,,,0,0,0,Test
4791,957541,,1.0,,,,0,0,0,Test
4792,957724,1.0,1.0,1.0,1.0,3.0,1,1,0,Control
4793,958011,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4794,958145,,1.0,,,,0,0,0,Control
4795,958379,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
4796,958866,,1.0,,,,0,0,0,Control
4797,959030,,1.0,,,,0,0,0,Control
4798,959075,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4799,959156,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
4800,959159,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
