client_id,confirm,start,step_1,step_2,step_3,conversion,completed_&_confused,completed_linear,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,variation,edad_redondeada,full_bal,call_group
371892,,1.0,1.0,1.0,1.0,0,0,0,4,59,65.0,M,2,26933.12,5,8,Control,65,0-50K,5
372126,1.0,4.0,2.0,2.0,2.0,1,1,0,6,75,63.5,U,2,467106.56,0,3,Test,64,250K-500K,0
372139,1.0,1.0,1.0,1.0,1.0,1,0,1,5,60,69.5,M,2,216451.21,6,9,Test,70,100K-250K,6
372207,1.0,4.0,2.0,1.0,1.0,1,1,0,5,65,23.5,U,2,87869.61,0,3,Test,24,50K-100K,0
372517,3.0,2.0,2.0,1.0,1.0,1,1,0,16,192,49.5,M,2,33970.8,3,6,Test,50,0-50K,3
372523,1.0,,3.0,2.0,1.0,0,0,0,6,79,57.5,U,2,50107.34,2,5,Control,58,50K-100K,2
372563,1.0,1.0,1.0,1.0,1.0,1,0,1,6,73,26.5,U,2,49672.36,6,9,Test,26,0-50K,6
372662,2.0,1.0,1.0,1.0,1.0,1,0,0,13,156,66.5,M,2,29148.54,5,8,Test,66,0-50K,5
372697,,1.0,1.0,,,0,0,0,6,75,69.0,U,2,173242.12,4,7,Test,69,100K-250K,4
372698,1.0,1.0,1.0,1.0,1.0,1,0,1,6,83,44.0,U,2,29453.42,1,4,Control,44,0-50K,1
372755,2.0,1.0,1.0,1.0,1.0,1,0,0,4,59,56.5,U,2,153539.53999999998,0,3,Test,56,100K-250K,0
372780,1.0,5.0,3.0,2.0,2.0,1,1,0,6,74,36.5,U,3,110182.09,6,9,Test,36,100K-250K,6
373190,1.0,3.0,2.0,1.0,1.0,1,1,0,19,239,31.5,M,2,45763.17999999999,2,5,Test,32,0-50K,2
373361,1.0,1.0,1.0,1.0,1.0,1,0,1,14,175,49.5,M,2,74057.85,0,3,Test,50,50K-100K,0
373376,,2.0,,,,0,0,0,15,187,65.0,F,2,420604.6,6,9,Test,65,250K-500K,6
373454,1.0,1.0,1.0,1.0,1.0,1,0,1,17,205,61.5,F,2,533017.3,0,3,Control,62,500K-1M,0
373577,,1.0,1.0,1.0,,0,0,0,9,116,46.0,M,2,44290.22,0,3,Test,46,0-50K,0
373863,1.0,1.0,1.0,1.0,1.0,1,0,1,14,168,49.0,M,2,66810.36,3,6,Test,49,50K-100K,3
373892,1.0,1.0,1.0,1.0,1.0,1,0,1,8,103,25.5,M,2,25309.02,0,3,Control,26,0-50K,0
374015,,1.0,1.0,1.0,1.0,0,0,0,9,118,27.0,F,2,96145.73,4,7,Control,27,50K-100K,4
374255,1.0,1.0,1.0,1.0,1.0,1,0,1,4,59,27.5,U,3,45302.32,3,6,Control,28,0-50K,3
374585,1.0,6.0,2.0,1.0,1.0,1,1,0,9,113,32.0,U,2,55312.28999999999,6,9,Test,32,50K-100K,6
374721,1.0,1.0,1.0,1.0,1.0,1,0,1,14,178,35.5,F,2,28586.67,0,3,Control,36,0-50K,0
374835,1.0,1.0,1.0,1.0,1.0,1,0,1,17,215,37.0,M,2,103624.83,4,7,Control,37,100K-250K,4
374896,1.0,1.0,1.0,1.0,1.0,1,0,1,12,151,28.5,M,3,42767.64,2,5,Control,28,0-50K,2
374973,,7.0,8.0,7.0,1.0,0,0,0,16,193,83.0,F,3,95922.56,6,9,Test,83,50K-100K,6
375176,3.0,1.0,1.0,1.0,1.0,1,0,0,7,90,27.5,U,3,90154.11,6,9,Test,28,50K-100K,6
375257,1.0,4.0,3.0,2.0,1.0,1,1,0,15,185,27.5,M,2,48261.2,0,3,Test,28,0-50K,0
375418,,1.0,,,,0,0,0,13,157,70.0,M,2,3164276.19,6,9,Control,70,1M-5M,6
375492,1.0,1.0,1.0,1.0,1.0,1,0,1,15,190,37.5,M,2,29191.15,2,5,Control,38,0-50K,2
375504,2.0,1.0,1.0,1.0,1.0,1,0,0,15,181,42.5,M,2,25822.14,6,9,Test,42,0-50K,6
375730,,1.0,1.0,1.0,,0,0,0,9,113,40.0,F,2,71542.56,6,9,Test,40,50K-100K,6
375831,,,1.0,1.0,,0,0,0,5,70,26.0,U,2,29359.32,0,4,Control,26,0-50K,0
375834,,3.0,1.0,,,0,0,0,15,188,34.0,M,2,25340.11,0,3,Control,34,0-50K,0
376294,1.0,1.0,1.0,1.0,1.0,1,0,1,15,181,34.0,F,2,71407.33,4,7,Test,34,50K-100K,4
376559,1.0,3.0,1.0,1.0,1.0,1,0,0,4,56,50.0,U,2,145044.95,6,9,Control,50,100K-250K,6
376793,,6.0,2.0,4.0,1.0,0,0,0,15,190,71.0,M,2,42273.78999999999,2,5,Test,71,0-50K,2
377022,,1.0,,,,0,0,0,12,153,50.0,M,2,133690.52000000002,6,9,Test,50,100K-250K,6
377178,,1.0,1.0,,,0,0,0,15,189,32.0,M,2,25273.51,5,8,Test,32,0-50K,5
377380,,2.0,1.0,1.0,1.0,0,0,0,20,250,62.0,F,2,25115.62,2,5,Test,62,0-50K,2
377914,,1.0,,,,0,0,0,26,316,61.0,F,2,451865.52,2,5,Control,61,250K-500K,2
377932,,1.0,,,,0,0,0,26,321,72.0,M,2,35983.509999999995,4,7,Test,72,0-50K,4
378018,,1.0,1.0,,,0,0,0,10,125,59.0,F,2,28197.67,2,5,Test,59,0-50K,2
378319,,3.0,4.0,2.0,1.0,0,0,0,14,178,49.0,M,2,96666.54,4,7,Test,49,50K-100K,4
378530,1.0,1.0,1.0,1.0,1.0,1,0,1,5,64,65.5,U,2,32705.71,2,5,Control,66,0-50K,2
378538,,3.0,,,,0,0,0,20,241,62.0,M,2,546645.98,5,8,Test,62,500K-1M,5
378556,1.0,5.0,2.0,2.0,2.0,1,1,0,6,72,31.5,U,2,80900.01999999999,0,3,Test,32,50K-100K,0
378738,,1.0,,,,0,0,0,14,171,59.0,M,2,88246.58,2,5,Test,59,50K-100K,2
378822,,3.0,1.0,1.0,1.0,0,0,0,28,342,68.0,F,2,95839.98,3,6,Test,68,50K-100K,3
379137,1.0,1.0,1.0,1.0,1.0,1,0,1,5,65,25.5,U,3,56382.92999999999,6,9,Control,26,50K-100K,6
379383,,1.0,,,,0,0,0,14,171,35.0,F,2,49293.89,3,6,Control,35,0-50K,3
379788,1.0,1.0,2.0,1.0,1.0,1,1,0,21,253,46.5,M,2,104638.13,2,5,Control,46,100K-250K,2
379863,,4.0,1.0,2.0,2.0,0,0,0,7,88,65.0,F,2,31338.28,2,5,Test,65,0-50K,2
380170,1.0,3.0,3.0,1.0,1.0,1,1,0,29,359,64.5,F,2,28079.6,5,8,Control,64,0-50K,5
380583,1.0,1.0,1.0,1.0,1.0,1,0,1,11,135,41.5,U,2,31242.09,0,3,Control,42,0-50K,0
380729,,5.0,4.0,1.0,,0,0,0,18,218,39.0,F,2,65022.49,3,6,Test,39,50K-100K,3
380857,,1.0,,,,0,0,0,13,165,53.0,M,2,102283.26,0,3,Control,53,100K-250K,0
381102,1.0,1.0,1.0,1.0,1.0,1,0,1,13,165,68.5,M,2,41643.55,2,5,Test,68,0-50K,2
381123,1.0,1.0,1.0,1.0,1.0,1,0,1,4,58,45.5,U,2,51541.52,5,8,Control,46,50K-100K,5
381655,1.0,2.0,2.0,2.0,1.0,1,1,0,3,40,32.5,U,2,46574.82,3,6,Control,32,0-50K,3
381660,1.0,3.0,5.0,5.0,3.0,1,1,0,15,188,65.5,F,2,224315.59000000003,4,7,Test,66,100K-250K,4
381711,1.0,2.0,2.0,1.0,1.0,1,1,0,7,89,58.5,U,3,205243.23,6,9,Control,58,100K-250K,6
381793,1.0,6.0,4.0,1.0,1.0,1,1,0,21,259,53.5,F,2,174611.55,1,5,Test,54,100K-250K,1
381961,,1.0,1.0,2.0,2.0,0,0,0,13,166,30.0,F,3,26655.08,1,4,Test,30,0-50K,1
382031,,,1.0,,,0,0,0,11,143,68.0,M,2,60134.8,2,5,Test,68,50K-100K,2
382202,1.0,2.0,2.0,2.0,2.0,1,1,0,14,179,58.5,F,2,142690.65,3,6,Test,58,100K-250K,3
382316,1.0,3.0,2.0,2.0,2.0,1,1,0,6,79,59.0,M,2,742066.11,6,9,Test,59,500K-1M,6
382317,,1.0,1.0,,,0,0,0,4,58,47.0,U,2,46084.95,5,8,Test,47,0-50K,5
382434,1.0,1.0,1.0,1.0,1.0,1,0,1,8,107,65.5,F,2,99430.18,0,3,Control,66,50K-100K,0
382734,1.0,1.0,1.0,1.0,1.0,1,0,1,7,95,61.5,U,2,424352.12,5,8,Control,62,250K-500K,5
382897,1.0,1.0,1.0,1.0,1.0,1,0,1,13,160,46.5,F,2,106175.21,1,4,Test,46,100K-250K,1
382998,1.0,1.0,1.0,1.0,3.0,1,1,0,13,167,39.5,M,2,32006.97,2,5,Test,40,0-50K,2
383009,1.0,1.0,1.0,1.0,1.0,1,0,1,22,274,19.5,M,2,56440.49,4,7,Test,20,50K-100K,4
383141,1.0,1.0,1.0,1.0,1.0,1,0,1,34,411,57.5,F,3,312161.94,0,5,Test,58,250K-500K,0
383168,1.0,1.0,1.0,1.0,1.0,1,0,1,23,287,57.5,F,2,214658.94,5,8,Test,58,100K-250K,5
383373,,1.0,8.0,,,0,0,0,13,166,72.0,F,2,45176.06,1,5,Test,72,0-50K,1
383469,,3.0,,,,0,0,0,15,180,59.0,M,4,1877442.2,6,9,Test,59,1M-5M,6
383674,1.0,1.0,1.0,1.0,1.0,1,0,1,8,96,27.5,U,2,62299.27,1,4,Test,28,50K-100K,1
384132,,3.0,2.0,2.0,1.0,0,0,0,6,77,43.0,U,2,45557.55,2,5,Test,43,0-50K,2
384371,,1.0,1.0,1.0,1.0,0,0,0,4,58,27.0,U,2,50628.41,4,7,Control,27,50K-100K,4
385052,,1.0,,,,0,0,0,5,71,28.0,U,3,54756.82,6,9,Test,28,50K-100K,6
385095,,1.0,,,,0,0,0,4,58,41.0,U,2,38587.74,1,4,Test,41,0-50K,1
385337,1.0,4.0,2.0,1.0,1.0,1,1,0,15,190,55.0,F,2,42852.21,3,6,Test,55,0-50K,3
385456,1.0,1.0,1.0,1.0,1.0,1,0,1,4,50,35.5,M,4,205763.19,6,9,Test,36,100K-250K,6
385555,,6.0,1.0,1.0,1.0,0,0,0,22,271,47.0,M,3,364475.14,6,9,Test,47,250K-500K,6
385623,1.0,1.0,1.0,2.0,1.0,1,1,0,15,182,42.5,F,2,89976.24,0,3,Control,42,50K-100K,0
385802,2.0,3.0,2.0,1.0,1.0,1,1,0,7,86,37.5,U,3,59611.5,4,7,Test,38,50K-100K,4
385931,,3.0,,,,0,0,0,12,152,30.0,M,2,25665.63,6,9,Control,30,0-50K,6
386336,1.0,1.0,1.0,1.0,1.0,1,0,1,20,250,54.5,M,4,312998.0,4,7,Test,54,250K-500K,4
386383,1.0,1.0,1.0,1.0,1.0,1,0,1,22,270,53.5,M,2,209926.61,0,3,Test,54,100K-250K,0
386570,1.0,1.0,1.0,1.0,1.0,1,0,1,11,133,40.0,F,2,132061.58000000002,6,9,Control,40,100K-250K,6
386822,1.0,1.0,2.0,1.0,1.0,1,1,0,14,169,32.5,M,2,59436.19,0,3,Control,32,50K-100K,0
387056,1.0,1.0,1.0,1.0,1.0,1,0,1,12,150,32.5,F,3,52051.58,6,9,Control,32,50K-100K,6
387539,1.0,4.0,2.0,1.0,1.0,1,1,0,10,130,49.5,F,2,48217.86,2,5,Test,50,0-50K,2
387579,3.0,1.0,1.0,1.0,1.0,1,0,0,6,76,20.5,U,2,29454.91,6,9,Test,20,0-50K,6
387835,,2.0,1.0,1.0,1.0,0,0,0,15,190,55.0,F,3,88608.85,3,6,Control,55,50K-100K,3
387839,1.0,1.0,3.0,2.0,2.0,1,1,0,24,298,67.5,F,2,277975.59,4,7,Control,68,250K-500K,4
388395,1.0,2.0,1.0,1.0,1.0,1,0,0,14,170,62.5,M,2,64938.51,2,5,Test,62,50K-100K,2
388801,1.0,1.0,1.0,1.0,1.0,1,0,1,30,361,57.5,M,5,522498.72,1,4,Test,58,500K-1M,1
389358,,1.0,,,,0,0,0,8,96,41.0,F,3,196747.63,1,4,Test,41,100K-250K,1
389384,1.0,1.0,1.0,1.0,1.0,1,0,1,5,71,38.5,M,2,36600.3,0,3,Test,38,0-50K,0
390511,,2.0,1.0,1.0,,0,0,0,10,127,29.0,F,2,94182.99,5,8,Control,29,50K-100K,5
390635,2.0,1.0,1.0,1.0,1.0,1,0,0,6,82,55.0,U,3,45986.5,2,5,Test,55,0-50K,2
390650,1.0,1.0,1.0,1.0,1.0,1,0,1,7,95,43.0,U,2,214741.78,2,5,Test,43,100K-250K,2
391025,1.0,1.0,1.0,1.0,1.0,1,0,1,4,56,84.5,U,2,158266.3,0,3,Control,84,100K-250K,0
391167,,1.0,2.0,1.0,1.0,0,0,0,21,257,50.0,U,2,104034.04,0,4,Test,50,100K-250K,0
391209,4.0,1.0,1.0,1.0,2.0,1,1,0,5,65,30.5,U,3,80522.4,6,9,Test,30,50K-100K,6
391472,1.0,1.0,1.0,1.0,1.0,1,0,1,7,84,48.5,F,2,28943.3,3,6,Control,48,0-50K,3
391817,1.0,1.0,1.0,2.0,1.0,1,1,0,7,94,32.5,U,2,76955.70999999999,0,3,Control,32,50K-100K,0
391821,1.0,3.0,2.0,2.0,1.0,1,1,0,7,94,43.5,U,2,307259.91,6,9,Test,44,250K-500K,6
392273,1.0,1.0,1.0,1.0,1.0,1,0,1,4,58,30.5,U,2,50029.33,0,3,Control,30,50K-100K,0
392318,,5.0,,,,0,0,0,19,233,21.0,M,2,43915.63,1,4,Test,21,0-50K,1
392459,3.0,1.0,1.0,1.0,1.0,1,0,0,26,312,57.0,U,3,172748.2,6,9,Test,57,100K-250K,6
392725,1.0,1.0,1.0,1.0,1.0,1,0,1,9,115,31.5,M,2,63202.62,4,7,Test,32,50K-100K,4
392733,,3.0,1.0,3.0,3.0,0,0,0,8,107,53.0,F,2,53496.1,0,3,Control,53,50K-100K,0
392757,,1.0,,,,0,0,0,5,71,24.0,U,2,31087.99,6,9,Control,24,0-50K,6
393005,1.0,2.0,3.0,3.0,2.0,1,1,0,15,191,52.5,M,2,60344.67,1,4,Control,52,50K-100K,1
393252,1.0,1.0,1.0,1.0,1.0,1,0,1,16,198,36.5,M,3,192107.81,5,8,Control,36,100K-250K,5
393489,,3.0,2.0,2.0,2.0,0,0,0,18,223,60.0,F,2,35853.75,1,4,Test,60,0-50K,1
394110,,1.0,1.0,,,0,0,0,15,185,26.0,U,2,47222.31,0,3,Test,26,0-50K,0
394311,1.0,5.0,2.0,1.0,1.0,1,1,0,5,60,67.5,U,2,61756.13,6,9,Test,68,50K-100K,6
394456,,1.0,1.0,1.0,1.0,0,0,0,14,174,77.0,M,2,36029.96,2,5,Control,77,0-50K,2
394458,1.0,2.0,1.0,1.0,1.0,1,0,0,10,131,58.5,F,2,225570.77,4,7,Test,58,100K-250K,4
394629,1.0,1.0,1.0,1.0,1.0,1,0,1,9,118,30.5,F,2,34979.78,0,3,Test,30,0-50K,0
394951,1.0,1.0,1.0,1.0,1.0,1,0,1,5,66,19.5,U,2,27855.75,1,4,Control,20,0-50K,1
395018,,2.0,,,,0,0,0,21,261,59.0,M,3,204941.94,4,7,Test,59,100K-250K,4
395074,1.0,1.0,1.0,2.0,2.0,1,1,0,5,60,54.5,U,2,49736.52,6,9,Test,54,0-50K,6
395152,,5.0,2.0,,,0,0,0,23,281,63.0,F,2,205872.08,1,4,Test,63,100K-250K,1
395302,,2.0,1.0,1.0,1.0,0,0,0,14,168,71.0,M,2,43750.33,4,7,Test,71,0-50K,4
395610,,3.0,1.0,1.0,,0,0,0,12,153,28.0,M,2,25985.5,1,4,Control,28,0-50K,1
395669,,2.0,1.0,2.0,,0,0,0,13,166,45.0,F,2,47712.07,2,5,Test,45,0-50K,2
395711,,1.0,,,,0,0,0,14,169,50.0,M,2,216340.0,0,3,Test,50,100K-250K,0
395814,1.0,1.0,1.0,1.0,1.0,1,0,1,10,128,75.0,F,2,129381.98,6,9,Control,75,100K-250K,6
395960,1.0,1.0,1.0,1.0,1.0,1,0,1,20,247,58.5,F,4,376061.52,5,8,Test,58,250K-500K,5
395988,1.0,1.0,1.0,2.0,2.0,1,1,0,8,104,60.5,M,2,81475.42,6,9,Control,60,50K-100K,6
396003,,2.0,3.0,,,0,0,0,5,65,71.0,M,2,200576.35,6,9,Test,71,100K-250K,6
396393,2.0,1.0,1.0,1.0,1.0,1,0,0,5,71,35.0,U,2,109281.27,3,6,Test,35,100K-250K,3
396523,1.0,1.0,1.0,2.0,2.0,1,1,0,7,90,39.5,M,3,1443223.0499999998,2,6,Control,40,1M-5M,2
396549,1.0,1.0,1.0,1.0,1.0,1,0,1,13,156,29.0,M,2,29635.23,0,3,Test,29,0-50K,0
396876,1.0,1.0,1.0,1.0,1.0,1,0,1,15,191,31.5,F,2,39698.55,1,4,Test,32,0-50K,1
397150,,11.0,6.0,8.0,3.0,0,0,0,22,271,53.0,F,2,148450.99,0,3,Test,53,100K-250K,0
397404,1.0,1.0,1.0,1.0,1.0,1,0,1,15,180,33.5,F,2,39094.88,1,4,Control,34,0-50K,1
397574,1.0,1.0,1.0,1.0,1.0,1,0,1,13,159,55.5,M,2,538858.65,6,9,Control,56,500K-1M,6
397852,,2.0,1.0,,,0,0,0,16,193,64.0,M,2,49525.09,5,8,Test,64,0-50K,5
398317,2.0,1.0,1.0,1.0,1.0,1,0,0,7,95,26.5,U,2,67814.15,6,9,Test,26,50K-100K,6
398973,1.0,4.0,2.0,2.0,2.0,1,1,0,12,152,59.0,F,2,165353.21999999997,3,6,Test,59,100K-250K,3
399065,1.0,1.0,2.0,3.0,2.0,1,1,0,28,344,72.0,F,3,517088.04,0,3,Control,72,500K-1M,0
399211,2.0,2.0,2.0,1.0,1.0,1,1,0,21,259,39.0,M,3,522684.3,6,9,Test,39,500K-1M,6
399381,,1.0,,,,0,0,0,14,179,68.0,F,2,108268.14,6,9,Test,68,100K-250K,6
399690,,1.0,1.0,,,0,0,0,16,195,80.0,M,2,34994.41,4,7,Control,80,0-50K,4
399694,1.0,1.0,1.0,1.0,1.0,1,0,1,5,70,48.5,F,2,50629.89,1,4,Test,48,50K-100K,1
399707,1.0,2.0,1.0,1.0,1.0,1,0,0,14,174,57.0,U,2,46024.34,4,7,Test,57,0-50K,4
399780,10.0,1.0,1.0,1.0,1.0,1,0,0,24,292,62.5,F,2,94059.96,2,5,Test,62,50K-100K,2
400082,1.0,1.0,1.0,1.0,1.0,1,0,1,9,115,36.5,M,3,143458.32,6,9,Control,36,100K-250K,6
400613,1.0,1.0,1.0,1.0,1.0,1,0,1,13,160,53.0,M,2,25855.75,6,9,Control,53,0-50K,6
400621,1.0,2.0,1.0,1.0,1.0,1,0,0,4,56,29.0,U,2,48269.75,6,9,Control,29,0-50K,6
400773,,8.0,1.0,1.0,,0,0,0,15,189,45.0,M,2,43332.31,6,9,Control,45,0-50K,6
401147,9.0,3.0,3.0,4.0,4.0,1,1,0,15,189,67.5,F,2,59162.36,4,7,Test,68,50K-100K,4
401260,1.0,1.0,1.0,1.0,1.0,1,0,1,4,58,60.5,F,2,28139.15,4,7,Test,60,0-50K,4
401723,1.0,2.0,1.0,1.0,1.0,1,0,0,6,81,25.5,M,2,25090.55,5,8,Test,26,0-50K,5
401737,1.0,1.0,1.0,1.0,1.0,1,0,1,4,58,23.0,U,2,46972.97,6,9,Test,23,0-50K,6
401951,,2.0,,,,0,0,0,14,179,38.0,M,3,121398.03,1,4,Control,38,100K-250K,1
401964,1.0,1.0,1.0,1.0,1.0,1,0,1,18,225,30.5,M,3,276783.93,4,7,Test,30,250K-500K,4
402019,,1.0,,,,0,0,0,11,142,59.0,M,2,92681.01,0,3,Control,59,50K-100K,0
402340,2.0,1.0,1.0,1.0,1.0,1,0,0,24,288,75.5,F,2,84196.09,1,4,Test,76,50K-100K,1
402509,2.0,1.0,1.0,1.0,1.0,1,0,0,5,70,36.5,U,2,51554.48,0,3,Test,36,50K-100K,0
402923,,1.0,1.0,1.0,1.0,0,0,0,9,112,63.0,M,2,449877.78,4,7,Control,63,250K-500K,4
402984,,2.0,1.0,,,0,0,0,17,213,44.0,F,4,193714.4,4,7,Test,44,100K-250K,4
403501,,2.0,1.0,,,0,0,0,11,133,60.0,F,2,43307.19,0,3,Test,60,0-50K,0
403509,,1.0,,,,0,0,0,3,39,51.0,U,2,164980.18,5,8,Test,51,100K-250K,5
403658,1.0,1.0,1.0,1.0,1.0,1,0,1,5,60,60.5,U,2,207877.1,2,5,Control,60,100K-250K,2
403735,1.0,2.0,2.0,1.0,1.0,1,1,0,10,129,39.5,M,2,108150.63,1,4,Test,40,100K-250K,1
403921,,1.0,1.0,1.0,1.0,0,0,0,14,171,59.0,F,2,94610.99,2,5,Control,59,50K-100K,2
404861,1.0,1.0,1.0,1.0,1.0,1,0,1,10,128,35.5,F,2,46065.53999999999,0,3,Control,36,0-50K,0
405107,1.0,1.0,1.0,1.0,1.0,1,0,1,15,181,33.5,M,2,46943.25,0,3,Test,34,0-50K,0
405201,,3.0,,,,0,0,0,11,132,40.0,M,2,87135.57,3,6,Control,40,50K-100K,3
405451,2.0,1.0,1.0,1.0,1.0,1,0,0,8,105,39.5,M,2,46041.91,0,3,Test,40,0-50K,0
405501,,1.0,,,,0,0,0,4,56,24.0,U,2,39557.51,2,5,Control,24,0-50K,2
405565,,4.0,2.0,2.0,2.0,0,0,0,9,115,34.0,F,3,103175.61,1,4,Control,34,100K-250K,1
406039,,2.0,1.0,,,0,0,0,4,59,30.0,U,4,37899.84,1,4,Test,30,0-50K,1
406224,6.0,3.0,3.0,2.0,2.0,1,1,0,4,58,48.5,U,2,234014.95,6,9,Test,48,100K-250K,6
406265,2.0,1.0,2.0,3.0,3.0,1,1,0,15,189,58.0,M,2,83751.94,1,4,Test,58,50K-100K,1
406877,1.0,2.0,2.0,2.0,2.0,1,1,0,14,170,59.5,M,2,27578.78,4,7,Test,60,0-50K,4
406992,1.0,1.0,1.0,2.0,2.0,1,1,0,23,286,47.5,M,2,60408.25,1,4,Control,48,50K-100K,1
407061,,1.0,1.0,,,0,0,0,9,116,45.0,M,2,263860.73,3,6,Test,45,250K-500K,3
407146,1.0,3.0,6.0,4.0,4.0,1,1,0,8,102,51.5,U,3,204711.48,4,7,Control,52,100K-250K,4
407327,1.0,2.0,2.0,2.0,2.0,1,1,0,5,66,30.5,U,2,32720.87,1,4,Control,30,0-50K,1
407433,2.0,1.0,1.0,1.0,1.0,1,0,0,11,133,27.5,M,2,126566.31,3,6,Test,28,100K-250K,3
407759,,1.0,,,,0,0,0,21,253,62.0,M,2,79766.32,5,8,Test,62,50K-100K,5
407804,,1.0,1.0,,,0,0,0,23,281,68.0,F,2,73889.26999999999,4,7,Control,68,50K-100K,4
408180,1.0,1.0,1.0,1.0,1.0,1,0,1,31,376,49.5,F,3,118107.88,4,7,Control,50,100K-250K,4
408266,2.0,1.0,1.0,1.0,1.0,1,0,0,22,267,66.5,U,2,170215.71999999997,2,6,Test,66,100K-250K,2
408411,1.0,2.0,4.0,4.0,4.0,1,1,0,17,204,51.5,M,2,223768.68,6,9,Test,52,100K-250K,6
408478,,3.0,2.0,1.0,1.0,0,0,0,15,180,50.0,M,2,378752.71,0,3,Test,50,250K-500K,0
408685,3.0,2.0,2.0,1.0,1.0,1,1,0,28,337,63.5,F,2,302649.55,0,3,Test,64,250K-500K,0
409075,,1.0,1.0,,,0,0,0,16,197,68.0,M,2,58353.92,0,3,Test,68,50K-100K,0
409332,,5.0,4.0,5.0,5.0,0,0,0,8,105,61.0,F,2,59237.04,0,3,Test,61,50K-100K,0
409432,1.0,1.0,1.0,2.0,2.0,1,1,0,6,82,45.5,U,2,29150.06,0,3,Control,46,0-50K,0
409450,1.0,2.0,2.0,1.0,1.0,1,1,0,21,254,51.5,M,3,189342.55,6,9,Control,52,100K-250K,6
409787,1.0,4.0,1.0,1.0,1.0,1,0,0,14,170,60.5,M,2,45683.88,0,3,Test,60,0-50K,0
409876,1.0,1.0,1.0,1.0,1.0,1,0,1,6,82,54.5,U,2,35491.85,0,3,Test,54,0-50K,0
409953,1.0,3.0,1.0,1.0,1.0,1,0,0,23,286,62.5,F,3,629194.11,6,9,Control,62,500K-1M,6
409987,4.0,5.0,2.0,2.0,2.0,1,1,0,6,80,65.0,U,3,431381.86,6,9,Test,65,250K-500K,6
410298,1.0,1.0,1.0,1.0,1.0,1,0,1,14,176,35.5,U,2,35963.75,6,9,Test,36,0-50K,6
410327,1.0,1.0,1.0,2.0,1.0,1,1,0,9,108,57.5,M,2,136960.69,4,7,Test,58,100K-250K,4
410421,1.0,1.0,1.0,1.0,1.0,1,0,1,14,179,38.5,F,2,121203.95,1,4,Test,38,100K-250K,1
410527,1.0,1.0,1.0,1.0,1.0,1,0,1,4,58,41.5,U,2,29388.51,0,3,Control,42,0-50K,0
410623,,1.0,1.0,,,0,0,0,18,225,63.0,M,2,125972.47,2,5,Control,63,100K-250K,2
410682,2.0,1.0,2.0,2.0,2.0,1,1,0,6,73,28.5,F,2,26816.99,3,6,Test,28,0-50K,3
410752,1.0,1.0,1.0,1.0,1.0,1,0,1,11,142,19.0,M,2,25640.01,2,5,Test,19,0-50K,2
411442,,4.0,3.0,1.0,,0,0,0,12,154,34.0,F,2,64819.78,3,6,Test,34,50K-100K,3
411463,1.0,1.0,1.0,1.0,1.0,1,0,1,20,251,47.5,F,2,34678.86,3,6,Test,48,0-50K,3
411480,1.0,1.0,1.0,1.0,1.0,1,0,1,11,133,25.5,F,2,39420.36,6,9,Control,26,0-50K,6
411761,,1.0,,,,0,0,0,4,59,52.0,U,2,76557.73,5,8,Test,52,50K-100K,5
412025,,3.0,,,,0,0,0,6,83,35.0,U,2,51830.57,6,9,Test,35,50K-100K,6
412057,,1.0,,,,0,0,0,15,189,51.0,M,2,75478.56,6,9,Control,51,50K-100K,6
413001,1.0,1.0,1.0,1.0,1.0,1,0,1,4,59,36.0,U,2,51254.06,6,9,Control,36,50K-100K,6
413157,1.0,2.0,3.0,2.0,1.0,1,1,0,13,165,44.5,F,2,101087.46,2,5,Control,44,100K-250K,2
413324,,2.0,,,,0,0,0,23,276,30.0,M,2,47725.42,5,8,Test,30,0-50K,5
413583,1.0,4.0,3.0,3.0,3.0,1,1,0,8,101,60.0,U,2,179377.36,6,9,Control,60,100K-250K,6
413993,,1.0,1.0,,,0,0,0,23,282,68.0,F,2,137252.56,2,5,Control,68,100K-250K,2
414149,1.0,1.0,1.0,1.0,1.0,1,0,1,8,102,39.5,U,2,25165.68,0,3,Test,40,0-50K,0
414245,,3.0,1.0,,,0,0,0,9,110,71.0,F,2,118239.63,6,9,Test,71,100K-250K,6
414909,2.0,1.0,1.0,1.0,1.0,1,0,0,12,154,44.5,F,2,290857.44,1,4,Test,44,250K-500K,1
415158,1.0,2.0,1.0,1.0,1.0,1,0,0,7,90,50.5,U,2,67629.64,2,5,Control,50,50K-100K,2
415277,1.0,1.0,1.0,1.0,1.0,1,0,1,14,168,66.5,F,2,57716.76,3,6,Control,66,50K-100K,3
415523,1.0,2.0,2.0,1.0,1.0,1,1,0,10,125,32.5,F,2,72641.97,0,3,Test,32,50K-100K,0
415987,1.0,3.0,1.0,1.0,1.0,1,0,0,2,34,24.5,U,3,44484.44,6,9,Test,24,0-50K,6
416018,,4.0,,,,0,0,0,28,340,37.0,F,2,169735.34999999998,3,6,Control,37,100K-250K,3
416116,,1.0,,,,0,0,0,19,237,56.0,M,2,30347.57,1,5,Control,56,0-50K,1
416346,1.0,1.0,1.0,1.0,1.0,1,0,1,23,279,59.5,F,2,216389.25,2,5,Test,60,100K-250K,2
